key,text,en
$pages$UserEditPage$index32,添加角色,Add Role
$pages$UserEditPage$index33,添加角色,Add Role
$pages$RoleAddPage$index0,添加角色,Add Role
$pages$RoleAddPage$index1,添加角色,Add Role
$pages$RoleAddPage$index2,定义赋予角色的权限,Define the permissions of the role
$pages$RoleAddPage$index3,定义赋予角色的权限,Define the permissions of the role
$pages$RoleAddPage$index4,返回上一页,Back to previous page
$pages$APIBillingPage$index0,模型计费详情,Model billing Details
$pages$APIBillingPage$index1,模型计费详情,Model billing Details
$pages$APIBillingPage$index2,公域模型API调用计费详情,Public model API call billing Details
$pages$APIBillingPage$index3,公域模型API调用计费详情,Public model API call billing Details
$pages$APIBillingOverviewPage$index0,起始时间不能为空,Start time cannot be empty
$pages$APIBillingOverviewPage$index1,结束时间不能为空,End time cannot be empty
$pages$APIBillingOverviewPage$index2,模型调用计费,Model call billing
$pages$APIBillingOverviewPage$index3,模型调用计费,Model call billing
$pages$APIBillingOverviewPage$index4,在这里您可以看到企业租户下的模型调用计费账单情况，查看不同账期的计费趋势和模型计费分布。,"Here you can see the model call billing situation of the enterprise tenant, view the billing trend and model billing distribution for different account periods."
$pages$APIBillingOverviewPage$index5,在这里您可以看到企业租户下的模型调用计费账单情况，查看不同账期的计费趋势和模型计费分布。,"Here you can see the model call billing situation of the enterprise tenant, view the billing trend and model billing distribution for different account periods."
$pages$APIBillingOverviewPage$index6,月计费概览,Monthly Billing Overview
$pages$APIBillingOverviewPage$index7,日计费概览,Daily Billing Overview
$pages$LoggerMonitorPage$LoggerMonitorDetail$index0,模型名称,Model Name
$pages$LoggerMonitorPage$LoggerMonitorDetail$index1,时间,Time
$pages$LoggerMonitorPage$LoggerMonitorDetail$index2,输入,Input
$pages$LoggerMonitorPage$LoggerMonitorDetail$index3,输出,Output
$pages$LoggerMonitorPage$LoggerMonitorDetail$index4,日志监控详情,Log monitoring Details
$pages$LoggerMonitorPage$LoggerMonitorDetail$index5,日志监控详情,Log monitoring Details
$pages$LoggerMonitorPage$LoggerMonitorDetail$index6,记录应用的调用日志详细信息,Record the call log details of the application
$pages$LoggerMonitorPage$LoggerMonitorDetail$index7,记录应用的调用日志详细信息,Record the call log details of the application
$pages$LoggerMonitorPage$LoggerMonitorDetail$index8,应用信息,Application information
$pages$LoggerMonitorPage$LoggerMonitorDetail$index9,应用信息,Application information
$pages$LoggerMonitorPage$LoggerMonitorDetail$index10,日志详情,Log Details
$pages$LoggerMonitorPage$LoggerMonitorDetail$index11,日志详情,Log Details
$pages$LoggerMonitorPage$LoggerMonitorDetail$index12,模型名称,Model Name
$pages$LoggerMonitorPage$LoggerMonitorDetail$index13,时间范围,Time range
$pages$LoggerMonitorPage$LoggerMonitorDetail$index14,开始时间,Start time
$pages$LoggerMonitorPage$LoggerMonitorDetail$index15,开始时间,Start time
$pages$LoggerMonitorPage$LoggerMonitorDetail$index16,结束时间,End time
$pages$LoggerMonitorPage$LoggerMonitorDetail$index17,结束时间,End time
$pages$LoggerMonitorPage$LoggerMonitorDetail$index18,清空,Clear
$pages$LoggerMonitorPage$LoggerMonitorDetail$index19,暂无数据,No data available
$pages$LoggerMonitorPage$LoggerMonitorDetail$index20,暂无数据,No data available
$pages$RolePage$index0,角色管理,Role management
$pages$RolePage$index1,角色管理,Role management
$pages$RolePage$index2,在这里您可以看到企业租户下的全部角色分类，并可以维护每类角色的操作权限。,Here you can view all the role categories of the enterprise tenant and maintain the operation permissions for each role.
$pages$RolePage$index3,在这里您可以看到企业租户下的全部角色分类，并可以维护每类角色的操作权限。,Here you can view all the role categories of the enterprise tenant and maintain the operation permissions for each role.
$pages$RolePage$index4,添加角色,Add Role
$pages$RoleManagePage$index0,角色管理,Role management
$pages$RoleManagePage$index1,角色管理,Role management
$pages$RoleManagePage$index2,定义赋予角色的权限,Define the permissions of the role
$pages$RoleManagePage$index3,定义赋予角色的权限,Define the permissions of the role
$pages$RoleEditPage$index0,查看角色,View roles
$pages$RoleEditPage$index1,查看角色,View roles
$pages$RoleEditPage$index2,定义赋予角色的权限,Define the permissions of the role
$pages$RoleEditPage$index3,定义赋予角色的权限,Define the permissions of the role
$pages$RoleEditPage$index4,返回上一页,Back to previous page
$pages$PromptEditPage$index0,成功,Success
$pages$PromptEditPage$index1,添加成功,Added successfully
$pages$PromptEditPage$index2,失败,Failed
$pages$PromptEditPage$index3,成功,Success
$pages$PromptEditPage$index4,修改成功,Modified successfully
$pages$PromptEditPage$index5,失败,Failed
$pages$PromptEditPage$index6,请输入模板名称,Enter the name of the template
$pages$PromptEditPage$index7,命名不符合格式要求,Naming does not meet format requirements
$pages$PromptEditPage$index8,请输入提示词内容,Enter the prompt 
$pages$PromptEditPage$index9,变量不合法,Variable illegal
$pages$PromptEditPage$index10,我的提示词详情,My prompt Details
$pages$PromptEditPage$index11,创建提示词,Create Prompt
$pages$PromptEditPage$index12,您可以在这里,You can
$pages$PromptEditPage$index13,查看并修改,View and Modify
$pages$PromptEditPage$index14,创建,Create
$pages$PromptEditPage$index15,提示词，提供提示词编写指引供您参考。,"Prompt, provide prompt writing guidelines for your reference."
$pages$PromptEditPage$index16,我的提示词,My prompt
$pages$PromptEditPage$index17,编写指引,Writing guidelines
$pages$PromptEditPage$index18,创建人：,Creator
$pages$PromptEditPage$index19,神州数码,Digital China
$pages$PromptEditPage$index20,创建时间：,Creation time:
$pages$PromptEditPage$index21,模板名称,Template Name
$pages$PromptEditPage$index22,请输入模板名称,Enter the name of the template
$pages$PromptEditPage$index23,请输入模板名称,Enter the name of the template
$pages$PromptEditPage$index24,支持中英文、数字、下划线(_)，2-20个字符，不能以下划线为开头,"Support Chinese and English, numbers, underscore (_), 2-20 characters, cannot start with underscore"
$pages$PromptEditPage$index25,模板类别,Template Category
$pages$PromptEditPage$index26,请选择类别,Select a category
$pages$PromptEditPage$index27,请选择类别,Select a category
$pages$PromptEditPage$index28,暂无数据,No data available
$pages$PromptEditPage$index29,添加,Add
$pages$PromptEditPage$index30,提示词,Prompt
$pages$PromptEditPage$index31,请输入提示词内容，插值参数通过{{}}中填写定义，支持英文、数字、下划线（_），且不能以数字开头，长度2-30； 示例：请作为一名营养师，设计一份减脂餐的方案，要求{{Weight}}、{{Term}}等方面，以帮助人们实现健康减脂的目标。,"Enter the prompt, interpolation parameters are defined by filling in {{}}, supporting English, numbers, underscores (_), and cannot start with a number, length 2-30; Example: Please design a weight loss meal plan as a nutritionist, requiring {{Weight}}, {{Term}} and other aspects to help people achieve healthy weight loss goals."
$pages$PromptEditPage$index32,请输入提示词内容，插值参数通过{{}}中填写定义，支持英文、数字、下划线（_），且不能以数字开头，长度2-30； 示例：请作为一名营养师，设计一份减脂餐的方案，要求{{Weight}}、{{Term}}等方面，以帮助人们实现健康减脂的目标。,"Enter the prompt, interpolation parameters are defined by filling in {{}}, supporting English, numbers, underscores (_), and cannot start with a number, length 2-30; Example: Please design a weight loss meal plan as a nutritionist, requiring {{Weight}}, {{Term}} and other aspects to help people achieve healthy weight loss goals."
$pages$PromptEditPage$index33,变量：,Variables:
$pages$PromptEditPage$index34,保存,Save
$pages$PromptEditPage$index35,重置,Reset
$pages$PromptEditPage$index36,提示词编写指引,Guidelines for Writing Prompt
$pages$PromptEditPage$index37,框架名称,Framework name
$pages$PromptEditPage$index38,框架拆解,Frame disassembly
$pages$PromptEditPage$index39,样例,Sample
$pages$PromptEditPage$index40,复制到我的提示词,Copy to my prompt
$pages$PromptEditPage$index41,确定删除模版类别,Confirm to delete Template Category
$pages$PromptEditPage$index42,删除后该类别下的所有提示词将不能通过该类别进行筛选。,"After deletion, all prompts in the category will not be able to filter through this category."
$pages$PromptEditPage$index43,删除后该类别下的所有提示词将不能通过该类别进行筛选。,"After deletion, all prompts in the category will not be able to filter through this category."
$pages$PromptManagePage$index0,提示词管理,Prompt management
$pages$PromptManagePage$index1,提示词管理,Prompt management
$pages$PromptManagePage$index2,您可以在这里创建提示词，当创建AI应用时，可以直接调用提示词,"You can create prompt here, and when creating an AI application, you can directly call the prompt"
$pages$PromptManagePage$index3,您可以在这里创建提示词，当创建AI应用时，可以直接调用提示词,"You can create prompt here, and when creating an AI application, you can directly call the prompt"
$pages$PromptManagePage$index4,创建提示词,Create Prompt
$pages$PromptManagePage$index5,提示词优化,Optimize Prompt
$pages$SpaceDetailPage$index0,闲置,Idle
$pages$SpaceDetailPage$index1,运行中,Running
$pages$SpaceDetailPage$index2,运行失败,Run failed
$pages$SpaceDetailPage$index3,上线中,Going online
$pages$SpaceDetailPage$index4,下线中,Going offline
$pages$SpaceDetailPage$index5,重启中,Restarting
$pages$SpaceDetailPage$index6,赞,Like
$pages$SpaceDetailPage$index7,成功,Success
$pages$SpaceDetailPage$index8,空间上线成功,Space launched successfully
$pages$SpaceDetailPage$index9,失败,Failed
$pages$SpaceDetailPage$index10,空间上线失败,Space launch failed
$pages$SpaceDetailPage$index11,空间详情,Space Details
$pages$SpaceDetailPage$index12,您可以查看空间的基础介绍，选择空间能力，查看空间文件，设置并发布上线空间，最后展示空间的运行交互界面。,"You can view the basic introduction of the space, select space capabilities, view space files, set and publish online spaces, and finally display the running interactive interface of the space."
$pages$SpaceDetailPage$index13,您可以查看空间的基础介绍，选择空间能力，查看空间文件，设置并发布上线空间，最后展示空间的运行交互界面。,"You can view the basic introduction of the space, select space capabilities, view space files, set and publish online spaces, and finally display the running interactive interface of the space."
$pages$SpaceDetailPage$index14,试用倒计时,Trial countdown
$pages$SpaceDetailPage$index15,基础介绍,Basic Introduction
$pages$SpaceDetailPage$index16,能力选择,Choose Capability
$pages$SpaceDetailPage$index17,空间文件,Space Files
$pages$SpaceDetailPage$index18,设置,Settings
$pages$SpaceDetailPage$index19,空间操作,Space Operation
$pages$SpaceDetailPage$index20,上线中,Going online
